name,country,city,univ_image,r1,s1,e1,r2,s2,e2,r3,s3,e3,r4,s4,e4,r5,s5,e5,sem1_temp_mean,sem1_rain_mean,sem1_period,sem2_temp_mean,sem2_rain_mean,sem2_period,domi,per_domi,travel_idx,title1,image1,title2,image2,title3,image3,trip_link,living_idx,crime_idx,language,inter_stu_ratio,bus,train,gvi_idx,sdg_idx,one_year,gpa,TOEFL,IELTS,etc,uniq,hashtag1,hashtag2,hashtag3,여행지1,여행지2
University of Regensburg,Germany,Regensburg,https://drive.google.com/uc?id=1T-eyJUq-6IcyYw_lYzoOiSiqErAhc4UF,,,1,,,1,401-450,55,1,451-500,50,1,,,1,14.175,103.2167,4-9,6.39286,10.0857,10-3,1,1,4.29,1. Old Town,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/3b/1e/73/altstadt-of-regensburg.jpg?w=500&h=400&s=1,2. Cathedral of St Peter's,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/6e/74/ca/caption.jpg?w=500&h=-1&s=1,3. Basilika St. Emmeram,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/78/1c/86/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Attractions-g187312-Activities-Regensburg_Upper_Palatinate_Bavaria.html,2,2,"English, German",0.08,1,0,78,86.00,0,2.8,80,6.0,독일어 B2,C,국제처 분들이 굉장히 친절해요,정식학기 시작전 독일어 공부 프로그램이 있어요,기숙사비가 굉장히 저렴해요,포르투갈,스페인
Nanyang Technological University,Singapore,Singapore,https://drive.google.com/uc?id=1wEZtk0pOpV4we4C8m8llKEYGdgDVYytD,31,81.3,1,4,94.2,1,81,75.9,1,13,88.1,1,11,87,1,28.38,161.4,1-5,28.09,204.86,8-12,1,1,94,1. 가든즈 바이 더 베이,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/d9/0e/f0/gardens-by-the-bay.jpg?w=500&h=-1&s=1,2. 싱가포르 식물원,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/7f/e5/ce/beautiful-botanic-gardens.jpg?w=500&h=400&s=1,3. 싱가포르 동물원,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/d8/92/9b/rhino-feeding.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g294265-Singapore-Vacations.html,4,2,English,0.24,1,0,,54.00,1,3.0,90,6.0,,A,시설이 좋아요. 특히 수영장이 크고 좋아요,길이 복잡해요. 구글맵보다 NTU 앱을 추천해요,수강신청과정이 엄청 귀찮아요,,
Universidad Autonoma de Madrid,Spain,Madrid,https://drive.google.com/uc?id=1bncf7m6Yc02JMx6GLGBCnsWWCX5edS6s,150,70.6,1,218,70.9,1,218,70.9,1,79,78.2,1,125,72,1,11.01,37.62,1-5,14.63,39.8,9-1,1,0,56.1,1. 프라도 박물관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/64/f0/28/museo-nacional-del-prado.jpg?w=500&h=400&s=1,2. 레티로 파크 (파르 델 레티로),https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/53/53/2c/img-20160729-205021-largejpg.jpg?w=500&h=-1&s=1,3. Santiago Bernabeu Stadium,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/19/44/3b/tour-bernabeu.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Tourism-g187514-Madrid-Vacations.html,1,1,"English, Spanish",0.15,1,1,92,79.00,0,2.8,80,6.0,스페인어 B1 / B2,"B, C",교환학생 프로그램이 부족해요,일교차가 커요,집을 구해서 지내는 학생들이 많아요,,
Charles University,Czechia,Prague,https://drive.google.com/uc?id=1Ru8sWpbN-AAKrYFnvcd0HTrXMhVgHJaQ,141,71.3,1,382,64.7,1,159,70,1,165,72.6,1,264,66.3,1,9.89,35.62,2-6,8.87,23.48,9-1,1,1,61.38,1. 프라하 동물원,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/60/a5/b9/fb-img-1470170164771.jpg?w=500&h=400&s=1,2. 구시가,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/3b/6f/9e/caption.jpg?w=500&h=-1&s=1,3. 카를 다리 (카를루프 모스트),https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/0e/67/3a/charles-bridge-karluv.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Attractions-g274707-Activities-Prague_Bohemia.html,1,1,English,0.22,0,1,81,81.00,0,2.8,79,6.0,,,중앙유럽에서 유명한 학교로 웬만한 수업이 다 개설돼요,수강신청 및 정정기간이 넉넉해요,유럽 중앙에 위치해 타국으로 여행이 용이해요,그리스,
University of Kansas,United States,Lawrence,https://drive.google.com/uc?id=16tHDIx9TsqyKqZhWWZRqiYRQNUPjCHH5,366,61.7,1,,,1,,,1,400,63,1,,,1,8.39,69.14,1-5,14.11,81.1,8-12,1,0,2.11,1. Massachusetts Street,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/46/b7/90/watkins-museum.jpg?w=200&h=200&s=1,2. Booth Family Hall of Athletics,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/7d/f7/bb/photo1jpg.jpg?w=500&h=-1&s=1,3. Grinter Farms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ea/40/b1/fields-and-fields-of.jpg?w=1000&h=800&s=1,https://www.tripadvisor.co.kr/Tourism-g38836-Lawrence_Kansas-Vacations.html,2,4,English,0.09,1,0,92,63.00,0,2.8,79,6.5,,A,교환학생 오리엔테이션이 2주동안 길게 이루어져요,버스시스템이 굉장히 잘되어있어요,교환학생도 parttime job을 구할 수 있어요,,
University of Gothenburg,Sweden,Gothenburg,https://drive.google.com/uc?id=12ORltAkdIWPynNTd_hSiTu6gehQBl0-y,263,65.5,1,401-450,55,1,92,75.3,1,377,63.7,1,259,66.4,1,5.416667,49.83333,1-6,13,66.8,9-1,1,1,5.21,1. Southern Gothenburg Archipelago,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/5b/72/3e/saltholmen-depart-des.jpg?w=500&h=-1&s=1,2. Liseberg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/30/50/0a/photo3jpg.jpg?w=500&h=-1&s=1,3. Botanical Garden,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/81/34/59/flower-bed.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Attractions-g189894-Activities-Gothenburg_Vastra_Gotaland_County_West_Coast.html,3,3,English,0.13,0,1,81,95.00,0,2.8,90,6.5,,,교환학생 비율이 매우 큰 학교에요,동아리가 발달되어 있지 않아요,교수 당 학생 비율이 매우 작아 공부량이 꽤 높아요,말뫼,오슬로
Aston University,United Kingdom,Birmingham,https://drive.google.com/uc?id=1sJvy2DqzUTCLJ4bk5SFXZ8KS_ClTJfCU,,,1,501-520,45,1,,,1,,,1,285,65.3,1,8.166667,61.53333,1-6,10.2,75.2,9-11,1,0,16.23,1. Birmingham Back to Backs,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e6/3e/70/back-to-backs.jpg?w=500&h=-1&s=1,2. Birmingham Museum & Art Gallery,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/c3/54/38/museum.jpg?w=500&h=400&s=1,3. National Motorcycle Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/d9/a1/42/entrance-to-the-museum.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Tourism-g186402-Birmingham_West_Midlands_England-Vacations.html,2,4,English,0.24,1,1,86,81.00,0,3.0,78,6.0,,"A, B",날씨가 많이 아쉬워요,교환학생을 위한 행사가 많아요,공항이 주변에 있어 근교로 여행다니기 좋아요,에든버러,맨체스터
Queen's College,Canada,Kingston,https://drive.google.com/uc?id=1N4jJustXrjCmsubL6kIpPrsyXvEYLmcW,76,75.6,1,,,0,,,1,283,67.2,1,298,64.9,1,-4.0375,68.85,1-4,4,81.575,9-12,1,0,12.99,1. Kingston Waterfront,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/07/76/02/kingston-waterfront.jpg?w=500&h=400&s=1,2. Fort Henry National Historic Site,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/c2/2e/b7/photo0jpg.jpg?w=500&h=400&s=1,3. Canada's Penitentiary Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e5/36/a9/canada-s-penitentiary.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g154992-Kingston_Ontario-Vacations.html,2,2,English,,1,0,97,73.00,0,3.2,88,6.5,,A,디자인 툴이 깔려있고 프린터가 되는 컴퓨터실이 개방되어 있어요,교내 피트니스 센터는 무료로 이용 가능해요,동아리는 자유로운 출석 분위기라 고정적으로 나오는 사람이 드물어요,뉴햄프셔 Ice calstle,
University of Cincinnati,United States,Cincinnati,https://drive.google.com/uc?id=1y2kuJ1ESDchCOB0Kee4lnhW1m1THVOxJ,401-450,55,1,401-450,55,1,276,64.2,1,401-450,55,1,,,1,4.9625,83.175,1-4,12.95,80.78,8-12,1,0,17.71,1. Cincinnati Zoo & Botanical Garden,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/4c/25/c1/fiona-and-her-mom-bibi.jpg?w=500&h=400&s=1,2. Great American Ball Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/46/f7/54/photo4jpg.jpg?w=500&h=400&s=1,3. Cincinnati Art Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a1/59/a3/back-side-of-museu.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g60993-Cincinnati_Ohio-Vacations.html,1,3,English,,1,0,92,63.00,0,3.4,79,6.0,,A,수강신청시 선수과목 확인이 중요해요,기숙사 가격이 매우 비싸요,12학점 이상 수강시 체육시설 무료이용이 가능해요,,
Bonn University,Germany,Bonn,https://drive.google.com/uc?id=1JVS74I4-F7vIytD-e5UWlb_vEGT-NFsy,267,65.4,1,,,1,,,1,101,76.8,1,285,65.3,1,14.125,74.125,4-7,14.617,57.167,8-2,1,1,60.42,1. Haus der Geschichte der Bundesrepublik Deutschland,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/a5/7b/2f/the-museum-building-willy.jpg?w=500&h=400&s=1,2. Rheinaue,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/56/b3/cb/blick-auf-den-posttower.jpg?w=500&h=-1&s=1,3. Zoologisches Museum Konig,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/20/76/50/the-front-gate-of-the.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Tourism-g187370-Bonn_North_Rhine_Westphalia-Vacations.html,2,3,German,0.16,1,1,78,86.00,0,3.0,,,독일어 B2,,"금요일에 교화학생을 위한 여행, 바베큐파티등의 행사가 존재해요",한국어과가 존재해 언어 Tandem을 찾기 수월해요,동아리는 수가 굉장히 적어요,쾰른,스페인
Halmstad University,Sweden,Halmstad,https://drive.google.com/uc?id=1jxGroALdynB9n550Mw9c102J7h6_ue9g,,,1,,,1,,,0,,,0,,,1,5.666667,41.66667,1-7,7.583,57,8-1,1,1,18.67,1. Tylösand Strand,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/22/d5/6e/img-20190630-131629-largejpg.jpg?w=500&h=-1&s=1,2. Galgberget,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/16/8f/16/hallandsgarden-galgberget.jpg?w=500&h=-1&s=1,3. Danska Fall,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/20/72/bb/photo2jpg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Attractions-g189889-Activities-Halmstad_Halland_County_West_Coast.html,3,2,English,,1,0,81,95.00,0,2.8,80,6.0,,,자전거 이용을 추천해요,대부분의 시민분들이 영어를 잘해요,체육관만 있지만 신축이라 시설이 좋아요,덴마크,
Freie Universitaet Berlin,Germany,Berlin,https://drive.google.com/uc?id=1HirQBuwCVCpt9gyjHvvilNapiq8Hx14R,28,83.4,1,304,67.1,1,231,66.1,1,139,74.5,1,99,73.3,1,14.65,53.775,4-7,7.4213,8.9,10-2,1,0,11.21,1. 도이쳐 분데슈타크,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/b3/e9/b6/im-inneren-der-kuppel.jpg?w=500&h=400&s=1,2.  베를린 장벽 기념관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/b6/30/6f/memorial-of-the-berlin.jpg?w=500&h=400&s=1,3.  페르가몬 박물관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/b9/6e/70/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g187323-Berlin-Vacations.html,1,4,German,0.23,1,1,78,86.00,0,2.8,,,독일어 B2,,동아리가 따로 있지 않아요,일교차가 커요,기숙사 신청 마감이 빨리 돼요,,
University of North Carolina at Chapel Hill,United States,Chapel Hill,https://drive.google.com/uc?id=1xqFv1GELUv1zuc7kiWpiLLixpS1ohfqn,131,71.9,1,281,68.2,1,281,68.2,1,210,70.2,1,107,72.8,1,11.35,86.16,1-5,15.74,87.66,8-12,1,1,79.75,1. University of North Carolina,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/25/63/3e/wilson-library.jpg?w=1000&h=800&s=1,2. The Carolina Basketball Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/76/e5/c3/the-hall.jpg?w=1000&h=-1&s=1,3. North Carolina Botanical Garden,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/75/51/6f/take-a-tour-or-a-class.jpg?w=1000&h=800&s=1,https://www.tripadvisor.co.kr/Tourism-g49021-Chapel_Hill_North_Carolina-Vacations.html,3,3,English,0.08,1,0,92,63.00,0,3.5,85,6.0,,,운동시설이 매우 잘되어있어요,동아리 리크루팅은 주로 Fall Semester전에 이루어져요,학교에서 낮은 가격에 공연을 관람할 수 있어요,샬럿,
Universita Cattolica del Sacro Cuore,Italy,Milan,https://drive.google.com/uc?id=1zheUdTXudPlkzhnCeBFoEqLTnKQbCWmB,167,69.5,1,,,0,191,67.9,1,,,1,209,68.2,1,11.025,68.43333,1-6,9.11,82.52,9-1,0,0,89.94,1. 대성당 (두오모),https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/2b/65/8c/natele-al-duomo.jpg?w=500&h=-1&s=1,2. 최후의 만찬,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/68/47/46/la-ultima-cena.jpg?w=500&h=-1&s=1,3. 갤러리아 비토리오 에마누엘레 II,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f5/ab/76/photo1jpg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Attractions-g187849-Activities-Milan_Lombardy.html,3,3,"English, Italian",,0,1,94,74.00,0,2.8,79,6.0,이탈리아어 B2,C,숙소가격이 비싸요,15세기에 지어진 건축학적으로도 아름다운 건물이에요,공항이 3개가 있고 모두 점근성도 좋아 여행다니기 용이해요,스페인,포르투갈
Meiji University,Japan,Tokyo,https://drive.google.com/uc?id=1uqbOzwa9t1nVjJ-kxf59Pb7HyPcwRtH2,,,1,,,1,,,0,,,1,,,1,20.5875,145.875,4-7,12.95833,109.9333,9-2,1,1,69.66,1. Meiji Jingu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/30/73/a4/photo3jpg.jpg?w=500&h=-1&s=1,2. 신주쿠 교 엔,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/62/93/a0/caption.jpg?w=500&h=-1&s=1,3. 요미우리 랜드,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/6d/00/b1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g298184-Tokyo_Tokyo_Prefecture_Kanto-Vacations.html,4,1,"Japanese, English",0.05,1,1,86,78.00,1,2.8,79,6.0,JLPT N2,"B, C",선착순으로 수강신청이 이루어져요,동아리가 자양하고 활발해요,가을 동아리 축제가 엄청 특별해요,가루이자와,가와구치호
Universidad de Deusto,Spain,Bilbao,https://drive.google.com/uc?id=1JsfPajpwcWweaRna79g707B8G5lYtbSL,,,1,,,1,,,0,,,0,,,1,12.3625,90.125,2-5,14.4875,112.925,9-12,1,0,57.06,1. 빌바오 구겐하임 박물관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ce/37/dd/merita-visitare-questo.jpg?w=500&h=400&s=1,2. Casco Viejo,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/1c/52/77/casco-viejo.jpg?w=500&h=-1&s=1,3. La Ribera Market,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9d/a1/54/mercado-de-la-ribera.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Tourism-g187454-Bilbao_Province_of_Vizcaya_Basque_Country-Vacations.html,1,4,"English, Spanish",0.11,1,0,92,79.00,0,2.8,80,6.0,스페인어 B2,,학교크기는 작지만 스페인에서 유명한 학교에요,축구장 시설이 좋아요,날씨가 변덕스러워요,산 세바스 티안,안달루시아
Vrije Universiteit Amsterdam,Netherlands,Amsterdam,https://drive.google.com/uc?id=15t4cKUIX8_W_X0Vc5BIIAtcJpFlX8OPT,194,68.1,1,316,66.8,1,98,74.7,1,213,70.1,1,148,70.8,1,8.87,51.82,2-6,15.03,69.62,9-1,1,1,51.42,1. 암스테르담 국립 박물관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/15/eb/e2/vista-lateral.jpg?w=500&h=400&s=1,2.  안네 프랑크의 집 (안네 프랑카우스),https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6d/ca/f9/cris-toala-olivares.jpg?w=500&h=400&s=1,3. 반 고흐 미술관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/48/51/81/van-gogh-museum-foto.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Attractions-g188590-Activities-Amsterdam_North_Holland_Province.html,4,2,English,0.14,1,1,63,79.00,0,2.8,92,6.5,,A,수강신청시 수업난이도가 표시돼요(100~500),기숙사 선정은 학교지정 업체에서 진행해요,일처리가 매우 빨라요,남프랑스,장크트 길겐
University of Missouri Columbia,United States,columbia,https://drive.google.com/uc?id=1FCAe5mBjPhEaUKSJFTL-I0M46BWN5IrB,401-450,55,1,,,1,333,61.4,1,,,0,401-450,55,1,8.17,90.36,1-5,13.72,95.44,8-12,1,1,40.5,1. The Haygoods,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/1e/a0/60/20201003-201610-largejpg.jpg?w=500&h=400&s=1,2. Missouri Botanical Garden,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/1d/aa/01/botanical-gardens.jpg?w=500&h=400&s=1,3. National WWI Museum and Memorial,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/97/18/02/the-national-wwi-museum.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Attractions-g28946-Activities-Missouri.html,2,4,English,,1,0,92,63.00,0,3.0,79,6.5,,"A, B",풋볼을 굉장히 좋아하는 학교에요,미국대학교에서도 손꼽히는 Rec center(체육센터)가 존재해요,자동차가 어디를 가든 필요해요,,
University of Mississippi (ISEP),United States,Oxford,https://drive.google.com/uc?id=1LJucLnNujqFl1rECv-JlcTKrvDR2QNRV,,,1,,,1,401-450,55,1,,,0,,,1,14.73,124.26,1-5,18.8,107.6,8-12,1,0,50.82,1. Beau Rivage Casino,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/97/ea/f6/beau-rivage-casino.jpg?w=500&h=400&s=1,2. Beauvoir,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a3/45/4c/beauvoir.jpg?w=500&h=400&s=1,3. Rodney Ghost Town,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/e8/17/44/photo4jpg.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Attractions-g28945-Activities-Mississippi.html,1,4,English,,0,0,92,63.00,0,2.8,79,6.0,,A,교환학생으로 들을 수 있는 과목이 한정적이에요,k-pop 댄스동아리가 유명해요,교환학생 프로그램이 엄청 다양해요,뉴올리언스,아틀란타
University of Massachusetts Boston (UMass Boston),United States,Boston,https://drive.google.com/uc?id=1mePZgBoN95yW2GergsqWL-dDn_biT_2y,,,1,,,1,401-450,55,1,,,1,501-520,45,1,4.99,92.24,1-5,9.75,96.2,9-12,0,,57.98,1. 펜웨이 파크,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/cc/dc/0b/the-old-ball-game-at.jpg?w=500&h=400&s=1,2. 프리덤 트레일,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/e7/9a/ed/photo0jpg.jpg?w=500&h=-1&s=1,3. 보스턴 미술관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/7e/20/f3/photo0jpg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Attractions-g60745-Activities-Boston_Massachusetts.html,4,2,English,,1,1,92,63.00,0,3.1,79,6.0,,B,기숙사들어가기 힘든데 집값도 비싸요,student fee를 제출해야 부대시설을 사용가능해요,굉장히 추워요,올랜도,마이애미
University of Agder (Universitetet i Agder),Norway,Kristiansand,https://drive.google.com/uc?id=1DNt-em6k8CDJ3NH7g3EKsNTnF3uYIWxx,,,1,,,1,,,0,,,1,,,1,4.416667,84.66667,1-6,7.52,140.6,8-12,1,0,77.24,1. Dyreparken,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2d/44/b7/velkommen-til-hakkebakkeskogen.jpg?w=1000&h=800&s=1,2. Baneheia,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/78/3d/58/baneheia.jpg?w=800&h=600&s=1,3. Ravnedalen Naturpark,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/b6/e2/b6/hyggelig-utendors-cafe.jpg?w=1000&h=-1&s=1,https://www.tripadvisor.co.kr/Attractions-g190492-Activities-Kristiansand_Vest_Agder_Southern_Norway.html,4,3,English,,1,0,78,87.00,0,2.8,79,6.0,,,학교시설이 새것이에요,동아리가 없어요,외국학생에게 기숙사 자리를 보장해주어요,,
Universidad Panamericana Campus Guadalajara,Mexico,Guadalajara,https://drive.google.com/uc?id=1Ma9Xwhq4ohzvKdHrUgAd-vqTMX22DYJx,,,1,,,1,,,1,,,1,,,1,21.55833,39.8,1-6,20.63,91.92,8-12,0,,65.17,1. Acuario Michin Guadalajara,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/8f/96/51/acuario-michin.jpg?w=500&h=-1&s=1,2. Zoológico Guadalajara,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/66/9a/84/zoologico-guadalajara.jpg?w=500&h=400&s=1,3. 카바나스 문화회관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/97/a1/8f/instituto-cultural-cabanas.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Attractions-g150798-Activities-Guadalajara_Guadalajara_Metropolitan_Area.html,1,4,"Spanish, English",,1,0,89,50.00,1,3.4,,,DELE or LPR B2 ,,멕시코에서 수도 다음으로 큰 도시로 안전한 편이에요,캠퍼스는 매우 작지만 시설은 좋아요,현지에 가서 집을 직접구하는것을 추천해요,,
Universidad de Guadalajara,Mexico,Guadalajara,https://drive.google.com/uc?id=10xyqX5fIV6haJ1HbSRk5aFkBAN0ZshNg,451-500,50,1,,,1,,,1,,,1,,,1,21.55833,39.8,1-6,20.63,91.92,8-12,0,,65.17,1. Acuario Michin Guadalajara,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/8f/96/51/acuario-michin.jpg?w=500&h=-1&s=1,2. Zoológico Guadalajara,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/66/9a/84/zoologico-guadalajara.jpg?w=500&h=400&s=1,3. 카바나스 문화회관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/97/a1/8f/instituto-cultural-cabanas.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Attractions-g150798-Activities-Guadalajara_Guadalajara_Metropolitan_Area.html,1,4,Spanish,,1,0,89,50.00,1,2.8,,,DELE B1,,교환학생 관련업무를 학생들이 해요,발표와 토론중심의 수업이에요,부대시설이 부족해요,Tequila 마을,Guanajuato
The Chinese University of HongKong,HongKongSAR,HongKongSAR,https://drive.google.com/uc?id=1N_bL70FK6eUx1gk37zj0iX6I8VNhewD9,34,81.5,1,89,77,1,58,78.3,1,136,74.6,1,39,80.1,1,20.75,118.2,1-5,23.75,127.45,9-12,1,,48.32,1. 빅 부다,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/1f/8a/27/gottinen-bringen-dem.jpg?w=500&h=400&s=1,2. 빅토리아 피크,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c9/50/88/photo3jpg.jpg?w=500&h=-1&s=1,3. 스타 페리,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/8f/59/20/star-ferry.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g294217-Hong_Kong-Vacations.html,3,1,English,0.25,1,1,,56.00,1,3.4,79,6.0,,,헬스장을 제외한 체육시설은 좋아요,대학에 가기 이전에 국제처에서 홍콩문화체험 신청을 받아요,배달음식 가능지역이 한정적이에요,청차우섬,
Technical University of Munich ,Germany,Munich,https://drive.google.com/uc?id=1KFrH2130PDfiIQ-hL52apVhLN1lzMZiI,,,0,19,86.1,1,62,77.8,1,28,84,1,183,69.4,1,14.175,103.2167,4-9,6.39286,10.0857,10-3,1,1,84.53,1. 마리엔 광장,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/82/c5/ab/the-neues-rathaus-building.jpg?w=500&h=-1&s=1,2. 잉글리쉬 가든,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/c7/0b/16/3.jpg?w=500&h=400&s=1,3. Nymphenburg Palace,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8a/e0/fa/the-palace-outside-view.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g187309-Munich_Upper_Bavaria_Bavaria-Vacations.html,3,1,"German, English",0.33,1,1,78,86.00,0,2.8,88,6.5,독일어 B2,,친구를 사귈 수 있는 학기시작 후 2주간 활동하는 Party Animal을 추천해요,"원하는 과목을 거의 다 들을 수 있는 것같아요, 수강신청이 자유로워요",독일 내 탑 3에 드는 학교에요,알프스,
Shandong University,China,Jinan,https://drive.google.com/uc?id=1nxYUaL7l0vwy4dUWT1VYk5ID18tNu3xm,401-450,55,1,386,64.6,1,401-450,55,1,369,64,1,501-520,45,1,17.05833,64,2-7,13.34167,48,8-1,1,1,2.8,1. Baotu Spring Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/9a/fc/a9/baotu-spring.jpg?w=500&h=-1&s=1,2. Daming Lake,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/cb/59/ef/entrance-gate.jpg?w=500&h=400&s=1,3. Shandong Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/eb/a4/a7/shandong-museum.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Tourism-g297457-Jinan_Shandong-Vacations.html,1,2,Chinese,,1,1,,56.00,1,2.8,80,6.0,신HSK 6급,C,교환학생을 위한 프로그램은 따로 없어요,학교시설은 웬만한 시설은 다 있어요,기숙사는 모두 1인실이에요,,
